Date,NVDA,MSFT,GS,JPM,TLT,GLD,SPY
2021-02-19,138.13336759522443,421.55070127095763,481.4657807055733,221.25169527489018,86.64748389781194,179.2763613078095,605.1995831918999
2021-02-22,145.71034497601082,422.76272541409355,482.8924480544976,223.3620448751341,86.78867035978737,179.0033129470033,609.4120734267333
2021-02-23,139.93498609772345,415.9656481622244,476.53331327052433,221.64634617599202,86.5648123296573,179.5174726893691,606.7451240644848
2021-02-24,140.75317571573476,419.02488293027176,478.37958802165764,222.34878020227868,86.00726076682894,179.88153286535353,608.5301790549568
2021-02-25,150.11917052692903,437.92662569864206,491.2177105399006,225.37902960481057,84.92567406728367,181.77581827164863,622.7012097879757
2021-02-26,152.48676104450578,429.0819933922584,496.4586802279608,227.9944124597214,83.97095613156444,180.6683358604225,624.2677987731938
2021-03-01,152.90157061437995,427.7295731286395,495.42409413900464,227.16574260200937,84.11011147070704,183.24699058950597,615.4354777676692
2021-03-02,151.98211735534753,428.13207639392704,497.6813551472617,227.19839719523551,82.86314332580197,183.20548064874674,621.7939090927322
2021-03-03,145.25828217890464,427.48307180751567,492.5331402136187,225.39351403105306,82.3177400924052,182.21386464079842,621.6211698785316
2021-03-04,148.00727256653101,441.2994712076667,507.7689919801166,231.5364536946748,83.31925512244877,183.89331062143384,633.8484257283651
2021-03-05,146.85182827514365,440.74436376686526,501.6465522227942,231.60772736806092,82.55384920366717,184.81690655980782,632.1747720120836
2021-03-08,152.3178490191403,451.0266780238527,522.1425402269603,240.16363695028124,81.07819186214857,184.42819357942201,640.5446688594543
2021-03-09,150.11899788432652,459.1598895044139,529.5562058153773,241.236059552103,80.37377728900125,184.21650477635964,639.4894829872926
2021-03-10,147.26962391780253,458.5741416051793,538.1770916587707,245.4420455200369,78.72673272127922,183.96659678864833,641.9793710140528
2021-03-11,149.29289395426505,471.81337714887536,526.0915394212167,240.36987985898853,79.31917259061831,181.604459535747,647.145224489024
2021-03-12,151.1357324467531,479.7504323377605,524.7293554892887,241.82670720981375,80.03341186975553,182.53876732861244,650.9591965800582
2021-03-15,152.54854806584476,475.2347464372463,522.662991808393,240.80942854776492,80.31103555995439,184.42315161581925,646.1756166301051
2021-03-16,152.14486623585663,485.44085602148033,519.740855725479,238.2240932236412,80.56758638447701,186.0205612442609,647.3422840539287
2021-03-17,158.56225372328592,498.303476562271,533.37212515082,244.14130503666658,81.92311484441039,186.86191334199202,650.1632413456036
2021-03-18,166.63162460042375,503.03917847020637,538.8056815401912,248.97567131509342,80.57597674726543,184.34640310816744,652.1893894426183
2021-03-19,162.86200866136042,502.7426542333473,541.9907525552529,250.6975675466016,79.61778956689524,180.0055516264368,651.745660193721
2021-03-22,160.73680278188584,504.16668959598235,547.8773679011997,253.03652303709043,80.10474823131227,180.76613132571313,654.5741041644644
2021-03-23,157.52609136756348,499.7275766191916,547.0652057197145,254.632721454463,79.8603549377305,181.52608794265112,651.8712961103348
2021-03-24,157.14471331815045,505.6175179228416,531.7881913831441,246.69190602266318,79.13106235856682,177.1041158817211,645.4845836742268
2021-03-25,160.92815634868515,507.497764117134,535.549554173016,250.47591816454425,79.90059855944094,177.64099730425872,653.8139915265499
2021-03-26,161.5595553682284,502.0443604255024,529.1342069061553,245.0086664327151,79.43180827563087,176.71424006158207,652.62380788789
2021-03-29,170.38067294848693,500.52578357874967,535.1703675831657,244.7754896394059,79.60325121672436,176.82662432240397,650.2379580972994
2021-03-30,175.42900088424062,500.89198659746114,532.550702988694,241.63519542824267,79.1799073968126,177.35948106791815,650.3930569036438
2021-03-31,177.38142743707715,505.50018192133257,546.1270180675752,245.41361733961614,78.02021608071875,178.73899550857914,655.4208407457241
2021-04-01,183.66889220139143,514.2177174919067,549.9582746321137,247.58913025582783,79.22186646785114,183.11971502323456,661.5514601834695
2021-04-02,184.7693895723265,523.5815918249928,545.986702171551,247.18584474829723,79.25682488792778,183.74922246604308,660.690882660122
2021-04-05,176.29780874175802,500.38283952188505,526.5862499938092,239.60703223649398,79.40355898440401,186.71329629720415,650.1749862934715
2021-04-06,171.43666840534348,498.5980770339811,521.1476583669506,237.22586090315187,79.68996744899322,187.83632846238544,644.938633014843
2021-04-07,177.24127207078047,495.6832563065284,522.286724129488,243.25559532319542,79.64051048428564,190.60667803406642,649.6545256148943
2021-04-08,180.5852798692715,498.38502602116773,522.8829050692694,241.83797729411427,79.9340115935017,189.39040015371526,653.1096781017595
2021-04-09,186.8206907846202,506.7099898685837,525.1177741647543,243.7294462721661,79.62101092583947,191.10034213957618,652.641705993868
2021-04-12,185.1435795612132,490.779367995362,507.5157056385024,240.61472919371658,80.41450794129018,190.1057521414302,638.5125414343315
2021-04-13,169.46100852163485,473.36531444222925,516.9381193304777,244.60736637602272,80.06922198488859,190.6243020289803,626.1405454312525
2021-04-14,168.13425672364608,472.99582184355916,515.7751926986707,245.99667209863014,80.31822476864079,192.01350998487965,623.6321462111364
2021-04-15,172.95654057082618,489.0331000398089,514.6133008328576,243.8795124807461,81.27928576665086,192.37773581779265,632.7912463490121
2021-04-16,170.85059974675383,497.8054576929558,517.8439802013517,245.69436709443505,82.38504516031698,192.48853474416845,631.558903825122
2021-04-19,168.7395397046006,499.27606687281457,504.9513598207312,242.7083529173683,82.2033042690731,194.31435815167976,620.5177946730073
2021-04-20,164.9599943687987,483.63162286155534,492.5382355132402,238.787513695859,82.27784385139454,193.68172682223135,611.3651134531322
2021-04-21,166.165291886261,477.7454341123282,496.80013714997153,241.70279522222876,82.43945072294743,194.93849303431838,613.0974008914551
2021-04-22,176.91121889966368,486.9568763030574,500.69463939729314,241.60163843686306,81.5681191260372,192.53637503755996,617.165945516992
2021-04-23,176.7331562971697,489.3375134048636,501.8788971848752,240.42471416174635,82.2387748016702,194.28865268817998,616.7738043329856
2021-04-26,173.47419106963855,490.5049686760987,502.8264876179952,237.68522349082951,82.30332077277524,194.75315596914083,612.0865636355722
2021-04-27,174.6701463043688,481.29689165142196,511.2442257014325,243.22187331062267,81.92512559777639,195.43602171291306,605.9879901806701
2021-04-28,168.8591286527322,474.175235720651,498.62799000245417,240.36836413308794,83.5734303850065,194.05918526275778,595.6609592457595
2021-04-29,170.25788483953644,486.98453769824994,493.44909762803695,239.28902198038776,84.97885337312795,191.981169112751,593.1293419910643
2021-04-30,168.28109339348543,481.5895891237395,497.69517177925997,241.28341072417774,83.64937705224531,192.2532308714409,591.2959685011559
2021-05-03,175.09025372606777,483.4021687971806,495.4578842769849,241.75913792765863,84.12360705825135,193.5024779514062,588.6623208156542
2021-05-04,178.1632683074894,478.8896813479226,496.9743530926299,239.21230776345539,84.44724807688699,192.30622428870427,583.6964810954993
2021-05-05,182.25638752742626,484.24589921531185,495.09115978301054,241.8121163132812,84.05723459559377,192.35293474674424,588.003930373661
2021-05-06,179.0755243336076,485.00527458222456,490.2923079333899,239.27689906495618,85.19810259290506,191.07021015617082,577.3995526539265
2021-05-07,188.2268633785753,511.8234027789102,497.79155948491444,238.0806766995689,84.89423704584433,190.7257003264699,586.6304885603968
2021-05-10,182.2013554582516,510.99210375434905,500.05735081801413,235.6950306409869,85.53630197018343,194.64157764375594,584.6364127819178
2021-05-11,180.55633399168275,508.5827692788527,503.8802877705,233.34866291640253,85.71186019751443,194.04253532996896,588.8204686976353
2021-05-12,179.81103592433348,520.6853489849765,498.4523963300747,232.92282557973712,86.05195124882547,192.73181331937454,590.5577748095545
2021-05-13,186.7367332311232,524.6739490958196,488.40207419591115,229.58384770509792,85.4641343849282,191.85588065855376,591.0191589791133
2021-05-14,177.5506401206989,504.24804488352754,483.8271853685047,226.78528906964067,83.79037039037532,192.08284062971939,583.4040836768651
2021-05-17,173.95566670143316,491.4611594204297,485.5995130411072,228.0104865622801,85.5155769119978,193.78668866026592,580.545122402009
2021-05-18,173.2755687645888,496.9222048700712,491.96636118136405,232.87655169606018,85.01453428497872,192.9770330527112,582.8572697427157
2021-05-19,177.66947914052292,512.2514668455287,494.26307975498764,232.98091742135492,85.21225817488059,192.86035937221172,591.0484198865173
2021-05-20,166.16275815183454,495.432406693188,479.90985527872397,223.2124254065509,84.98108869156663,190.6016700520128,576.7849408037816
2021-05-21,172.0441040554611,499.32442597989274,475.08434584160693,221.57090967828455,85.76030142927083,189.42438416810708,575.1531652805894
2021-05-24,175.1722813730209,500.7210872131585,481.45066781016476,223.74946379140334,86.14851073775945,188.05483086173754,577.8720992455131
2021-05-25,174.25669072103318,491.1414711887666,466.7463796623097,220.0961310375862,86.09416021373463,186.10216421180405,571.4211502800426
2021-05-26,180.50666262145103,480.44653569592725,454.6059544542115,214.11086998281075,87.32019941806428,187.12498364652816,568.9385357906631
2021-05-27,174.5869017847621,467.68802227705896,452.6591003599218,213.46437342058212,87.83291359922363,186.96537741992393,564.062008832893
2021-05-28,175.62198147944724,474.1058960163444,460.7701471187869,213.1974525650669,86.10963549912242,187.95229136926136,571.4740600714495
2021-05-31,170.4774912752764,457.0398385185888,455.11264840786544,212.94237720906793,87.54833345846326,189.48090877011091,563.1693955389115
2021-06-01,166.12287064788418,453.4626947913455,450.71398357066926,209.5258010485232,89.3011570168232,193.3974654396989,561.9209929889938
2021-06-02,161.74385777419752,455.4168124921633,454.68461811204816,211.7518794375658,90.2658034606126,195.12230969728188,564.2401392181014
2021-06-03,165.07540237976926,460.83958985564186,444.5816811746395,208.60277487380407,89.98014269571101,192.6838351978482,568.894373107677
2021-06-04,174.13178844653768,478.41751919164255,454.1143268693581,214.65516562661773,89.67083755582081,193.40500543238647,576.9150527958047
2021-06-07,176.4339287374207,480.9978044278654,446.22841773187275,211.93046577059857,89.73334096134768,196.65140227001982,579.1436627983378
2021-06-08,176.69457924731904,483.1256186562973,447.29363636188253,211.97150048017483,88.9090131222376,196.03365603610408,577.9077783013539
2021-06-09,170.33155677121252,481.2159555786752,447.8637979719543,208.79020505228723,88.99916197535711,197.75470310186722,577.4952733365744
2021-06-10,175.89644141900004,486.61789129552596,444.9888761477693,205.905787761769,89.30573600100534,198.69717168109864,583.0236421278584
2021-06-11,182.0508125367731,491.1946291745267,439.20141565493805,203.47706075847094,89.52188141790134,198.52430505568307,582.3661019145243
2021-06-14,183.65564592915558,489.07117679314405,434.77303259439157,202.58463890044615,89.26170485973525,198.86369231237504,582.3366268930927
2021-06-15,177.63654465510217,480.58461193071633,441.0266094238751,202.50517925405737,87.6808348149635,194.63221513198084,579.5984202976017
2021-06-16,178.003744785377,480.20294408599,449.72798396412816,200.53574829823143,87.96426213344309,197.68579646481177,576.945742315009
2021-06-17,176.1701831351631,473.46196545878496,441.09932015348386,197.1435384261368,89.2402965633289,201.60531644908113,570.8914511949433
2021-06-18,186.8272218814046,482.8542795791379,459.2725058418599,202.9555871424563,88.91011051041126,202.7040027880742,591.9279440001201
2021-06-21,191.91543985973303,482.11985456292274,467.66663458875195,205.00289684982312,88.35426979984702,204.3751220906046,596.0946822574151
2021-06-22,193.75769048009553,483.83277653008827,471.26374928677956,206.99190489404464,86.81059736836825,204.95537784333942,596.1478986343266
2021-06-23,185.6990759595149,477.00411459015396,467.83467042196406,204.5827961947471,87.63017973820601,202.7211537341102,588.4566259702681
2021-06-24,182.65017649748944,474.28244662446974,468.37148538553976,202.91137759104743,88.26723766166832,203.15998090397574,580.0899774123608
2021-06-25,172.34195950760892,465.56847030671315,461.33081402667494,200.45484496651656,88.51440429068597,203.45404397684234,575.285799552893
2021-06-28,166.83647552424748,452.98278599743776,448.1918934802497,196.7358640826679,89.74627844212024,203.03991531892146,558.7813710497029
2021-06-29,158.63729007015561,440.40300925805803,438.2043152483724,192.7511110026525,90.08945049133253,202.3145399757741,552.5746609915385
2021-06-30,155.60328425519887,432.2773918098363,438.2900815148757,190.08452035352002,90.50934707586173,202.63149319139296,547.8244739129265
2021-07-01,163.4430861240436,435.261894645107,456.36865008310457,195.40431699317722,89.10710218130593,202.53991309793892,553.6365747471339
2021-07-02,159.95044222131733,434.9111762910949,459.3304785096936,195.2507429237932,89.9170131607794,205.17702160496228,556.8253786906224
2021-07-05,162.7153160620694,446.3040107504025,450.1448182558392,192.02515583377775,89.42090156981534,205.1317525317601,556.4601883664963
2021-07-06,162.08293755799508,458.4048331930448,452.4182676727248,193.59553980347795,89.23939536172196,205.34880861150953,560.2188263879109
2021-07-07,164.4808859689689,468.673370380335,468.3637174203375,199.19620408606218,89.40715024643502,203.7249695638591,567.5928629250908
2021-07-08,169.41582714008615,479.3459297157882,474.72472557796397,202.9098415398188,89.59649870605864,206.45891377370197,575.3610773289711
2021-07-09,167.7929973517517,480.3702753018095,452.97769307879275,196.874775994328,87.21122312196906,201.60318141577582,571.2364683243725
2021-07-12,170.4258576620494,474.71005997957303,447.13981112070553,197.45438222321621,86.84140756353612,205.6724250385233,570.8287740270167
2021-07-13,172.73668150455336,488.39219188070587,452.6333387786273,197.5806682505609,86.7252809971449,205.75088895001943,571.5773633602304
2021-07-14,171.59943366868768,482.19173647771913,457.3712664059533,199.11609114156389,86.45025630310153,205.50692302090275,571.8761409853707
2021-07-15,175.0276136557138,478.29945532045656,449.8201428830941,198.7142000118596,86.17011489253639,202.7408707355398,572.0133970903996
2021-07-16,177.69789663568758,470.0417190421414,449.96744154433213,200.0510282566817,86.36395273934632,204.16721544772346,567.3869835300382
2021-07-19,179.68849540763054,469.75586905786747,447.0723516186436,200.72895656883358,87.45911231076349,208.3057105143895,571.7457184906395
2021-07-20,179.29578631748382,472.0016960682275,453.19568407720345,202.99335524254917,87.47240369759773,210.09250939311204,573.9918517998636
2021-07-21,175.58363359926585,466.11865576286857,455.1483019068572,203.60740885523225,87.7493521051655,211.57286689040427,570.7856180394076
2021-07-22,179.84806802546834,472.480016622132,449.34881035092087,204.47755281142386,87.36765808629453,208.31551122703394,569.832976592237
2021-07-23,174.5775547933089,468.4816157707658,444.9140395902039,202.39510410416025,88.00841788625547,209.2033486984446,566.390029032015
2021-07-26,176.95426148066798,474.9392817338801,432.70169907096323,197.82021239169518,86.59638493737185,208.36412146205225,565.487656475146
2021-07-27,182.84437343034153,488.5602550652007,439.420635200622,199.30949259828043,86.82484539264902,207.81553746062983,572.0174367540546
2021-07-28,188.5915359381731,489.5325795548556,446.953651310114,203.0666426958761,85.89137344444825,209.4942776378954,579.5382785785239
2021-07-29,189.38757916483263,484.8541761733116,439.9118937140193,199.78012184712262,86.42835881826447,207.89034204266088,577.1827838261283
2021-07-30,182.6147238750701,477.9154220337738,437.1516390588419,203.26513862488258,85.4358345942402,210.15621441664752,575.5376239497209
2021-08-02,185.1083683435344,480.96959659571155,441.83701957188765,204.6273540900235,86.42129992042548,210.06535946146812,581.3474443329904
2021-08-03,181.74193782231882,477.853178450967,432.74158568674846,202.4086520432983,87.69210691592545,210.52061923662416,576.0333778187629
2021-08-04,175.91748792562376,471.4207151316842,418.8024101831945,196.02905617586381,88.24225592439447,213.040040939952,576.2852263190058
2021-08-05,173.02023611667238,479.06764397767114,421.7742401858172,196.86765616747192,88.6003533435686,213.47309269655386,578.1344920191237
2021-08-06,171.09036784858176,467.74495736569617,408.1970604211201,193.33712656309018,88.6262160169985,212.08951994837224,570.9383720971912
2021-08-09,175.4507776959522,472.92173720998306,406.4721349319757,194.98155243825605,89.76824658743543,213.93438218341987,576.7162851912352
2021-08-10,182.37081033648266,486.9998307072822,415.8968217072309,199.48929622163465,89.90418628018804,212.3431883427643,587.7735080512514
2021-08-11,175.24346426981614,475.3464083447692,419.83891104685233,202.29778054600598,91.0375651542812,212.47809490024608,580.3614211135568
2021-08-12,174.17076965445477,475.2554393891085,420.1498021774096,204.52080988966878,90.72407969622022,213.11821803983383,578.0888276903444
2021-08-13,176.75820515276268,477.66272216507605,416.5384379931534,202.88639253544545,90.63992582042152,212.59551843513398,583.7132657597359
2021-08-16,176.43211017582678,475.7988253663457,402.3839850914033,196.31711313739282,90.76656480348383,211.06660344396312,582.0590736457859
2021-08-17,175.75290622131692,484.449462553996,404.85825630442673,197.3704394779328,90.69322132039632,211.18363422067807,590.116872567629
2021-08-18,164.03351877582077,460.2012319562521,392.41168343104437,192.7919213273834,91.62234490852734,212.1281313228426,574.5270952423165
2021-08-19,169.3578502633129,472.18152969168534,398.04632498568833,196.6445321024177,91.63191799445029,211.4407494000813,584.0086898206658
2021-08-20,170.117388378804,472.9995364718392,407.9896185218891,195.85858477274192,90.45228988846519,208.64637139283002,584.9369872715986
2021-08-23,169.00363945701898,461.7659837781679,398.5722903960101,191.03043547092918,92.61592201258266,213.1187359354723,576.4322889641586
2021-08-24,167.34485501636607,452.70483911550053,384.03314709481094,185.72853177762718,92.14642641353315,212.3930861528646,564.1266082367099
2021-08-25,163.7182397693216,450.64318916311794,384.9176164730643,186.74959786461224,91.13687019095521,213.54138337909902,561.095830445989
2021-08-26,167.06999953413484,453.6367010211899,378.2220606400675,183.94293639582142,91.54490689134207,214.97881129890368,560.1707261114533
2021-08-27,175.18799987697852,467.6107585611956,382.13858587135917,186.74977264154347,92.87506137643685,220.0867683744499,564.4658127868656
2021-08-30,170.54072305585555,473.977651992472,376.2412125007772,182.55909769451176,92.78638876549789,220.69649949693164,561.283361709847
2021-08-31,167.40785440915408,466.638712502083,369.6033797287122,178.77369842345516,94.86260579532106,222.2698270390038,557.5808421011085
2021-09-01,165.13691589109874,463.455106200065,364.21623167473615,172.71790282619355,94.04639768428582,217.88904591078887,545.6917861276182
2021-09-02,159.45485219851662,467.4391362743875,363.5750694457461,174.5717389160686,94.4523097931237,219.73047367816008,542.7364192821635
2021-09-03,162.1843693107126,475.1947742678552,362.76176563477594,175.2734007409971,94.888962636221,219.05072251621777,542.1137562889115
2021-09-06,156.65708643127672,470.666530087756,362.3258431353087,173.86345967250938,95.0632771225616,220.18811318251875,540.2627518326029
2021-09-07,164.36899280640722,487.1898888437148,362.23312183915016,176.6706273862556,94.4669173177663,222.39176261226586,548.4981134406779
2021-09-08,162.5168663845859,472.7963389804536,357.66885690798404,172.53605239878834,95.45004130554844,225.86029094440053,539.6863959431676
2021-09-09,164.19301971676398,469.44285583826,353.8239809826513,172.40311210673096,95.44393510675843,229.55983441768635,537.7419758820336
2021-09-10,169.421540950072,474.99976661490984,360.89690299795103,174.27198565054013,95.20104178369552,229.5410106429762,540.5296280781494
2021-09-13,173.0429028318958,482.96978040732625,367.05223763220806,178.980320150695,96.14554673500795,229.73154467571317,547.3577956737557
2021-09-14,170.002612275718,480.5285387599566,362.3900953293124,179.9519614922164,96.52870934924402,229.4897283576646,548.6801414186783
2021-09-15,159.3830973035503,457.0522881517415,359.1327884782325,178.69874341915104,96.94818980275242,226.62394347541857,538.1175318502764
2021-09-16,169.52854339273173,472.01621348766673,366.0958731116599,180.6626373314621,96.35777487053879,222.3968506847399,547.6330809042239
2021-09-17,174.11508265760503,465.2817867029128,361.8363190254601,177.27187119651865,95.63872197195165,222.08307780654707,539.6493837781828
2021-09-20,177.5798605111319,473.59161589243973,363.146551835847,173.9166925381841,94.90203190722757,224.26778815991358,533.9515681658057
2021-09-21,175.9223077901547,464.160140728789,365.339315084955,173.57102269305707,95.23253140202651,225.6470755254127,536.7821521179729
2021-09-22,175.04380129403194,466.11782270591067,357.12374582068895,172.63193153005295,94.77306288426465,224.1756245214734,535.0397809403188
2021-09-23,167.15294202324026,460.94782098436167,359.7352192675281,173.97946613335353,93.54479761187324,223.19646927088115,534.8516979143635
2021-09-24,158.10420323647534,445.8007568467597,359.0809693778087,174.06429076859592,94.00775060468249,227.13724114443193,529.7508401474486
2021-09-27,161.46318372780675,467.2312039783394,363.79903212221274,174.67615882266003,94.30093706037056,228.54788666199696,535.3760038469782
2021-09-28,156.6776577203037,478.89102794268075,367.2624191715273,174.8398765260336,95.13727063091514,228.87133065256464,535.9026878657279
2021-09-29,159.54439970506218,472.735110820507,368.7146637130033,178.3764450664127,95.3324408583424,228.46567885522532,535.7949574349004
2021-09-30,157.75526804051353,469.398204984626,365.3578042905548,178.67462760271283,93.98928402750792,229.50399915847814,533.518450860273
2021-10-01,159.74405595663464,463.6568771118608,372.39339405143073,183.18803831544525,94.50845266557744,226.97119238380935,537.9663667247304
2021-10-04,161.89447111069066,454.893487306307,370.7571651609172,183.17088961322122,94.9302274995646,227.6619915970478,537.1657909812116
2021-10-05,169.4626738113298,470.1527463922642,359.5529750842592,178.82325930770375,94.9915787836617,224.085326812242,539.2501427226814
2021-10-06,176.18273679877035,468.62547779292305,362.74031078705974,178.5236120438555,94.31843528072713,226.9972690837107,540.5282252326136
2021-10-07,178.86438345893106,458.2253940651979,371.8638845878485,182.6962459686251,93.8791813355053,228.2889020175118,538.6688730936875
2021-10-08,185.58526235848825,461.59991279164984,373.03653575207466,182.38062082339425,93.33059562178613,229.6567931501768,542.6629654552755
2021-10-11,189.4929047667534,464.7639925333955,377.79667343408477,183.436422859852,95.01482599198278,227.6023317672433,548.6074638784427
2021-10-12,197.71831656921978,465.3942690259023,393.50740672897655,190.67429601891354,95.3127433479755,228.48391107633174,556.2523343107073
2021-10-13,196.69250189274123,467.42757333417495,402.7676450316542,194.27736487727293,94.40319751008008,229.9810065422104,562.7053979958242
2021-10-14,200.85169650250756,475.9035954027724,404.1844110441325,193.2697308655907,93.69791013692675,226.30570209590178,566.3441877862299
2021-10-15,200.57208575556578,472.74797811644834,384.85287814750814,184.47304551886856,95.08382960275767,225.294466158933,558.9129747889641
2021-10-18,192.5302907628958,476.7073683781449,383.2951251817584,184.47184960125537,97.16699419988726,229.59462266279732,555.84034563536
2021-10-19,189.32144968354555,472.00541388159394,384.6595390936141,184.76204262128664,96.86422108962654,232.5685212864765,554.2275032518764
2021-10-20,203.18350971470585,483.6075780804509,401.783543041618,191.44535078796807,97.11807311485596,231.96461791070973,564.0111113389056
2021-10-21,206.2604972515447,493.2094001315968,405.14457419226216,190.50745729719046,95.98357105821582,228.46380807454614,562.0298971409561
2021-10-22,207.1784718210456,502.304738739347,407.5466871674061,187.58128772959583,95.91987708027426,228.13707852942872,569.712756761958
2021-10-25,198.47259976901543,492.7264817104259,414.5289467335132,190.611564834655,96.33355487904315,228.68194421128496,568.367400536339
2021-10-26,203.42429379590627,490.88578910332177,421.11386094491263,190.45520061527077,96.48275661230768,229.36194588459097,568.5612510484794
2021-10-27,203.5146791072503,486.6080269804308,413.0137394154397,187.2063159672244,95.7546107047306,229.50153200192426,561.7957216587001
2021-10-28,208.1786188869018,481.83402095978283,409.19671517943715,184.91608254555945,96.89744441652692,230.88561210356923,559.4880925130642
2021-10-29,211.58069725649145,469.6722141910613,406.6172459436033,187.35226507511408,96.88977028042025,231.18296749982522,559.9397462461741
2021-11-01,217.63453017598275,460.3269296354946,394.7946326501112,183.71373449195514,96.44005798183555,233.6252569415113,555.3731756879189
2021-11-02,205.50135680862877,443.691270698472,371.5116743683091,175.32751257839638,96.94317244855449,232.2570073008697,543.343140852201
2021-11-03,213.32623817796514,448.0406871890382,361.6742335073782,173.0029261850089,97.51941302781216,233.29458536234307,546.4200074827602
2021-11-04,206.17631407961363,456.60233945869925,356.94809417283943,172.6229850638394,96.32567045414964,230.55391528072283,550.0495329166158
2021-11-05,204.78752657465327,461.41265528641907,359.2270042617215,173.3268558406906,97.46044570976032,230.83523100121562,545.9118053780008
2021-11-08,200.09964094277532,461.85829667080685,360.76657986803883,171.45758185716122,96.98617323634306,229.27930885473867,543.1061501104903
